1950     0   m   white   0.02712
1950     1   m   white   0.00177
1950     2   m   white   0.00141
1950     3   m   white   0.00096
1950     4   m   white   0.00078
1950     5   m   white   0.00076
1950     6   m   white   0.00072
1950     7   m   white   0.00069
1950     8   m   white   0.00066
1950     9   m   white   0.00065
1950    10   m   white   0.00065
1950    11   m   white   0.00067
1950    12   m   white   0.00073
1950    13   m   white   0.00084
1950    14   m   white   0.00099
1950    15   m   white   0.00116
1950    16   m   white   0.00132
1950    17   m   white   0.00143
1950    18   m   white   0.00150
1950    19   m   white   0.00154
1950    20   m   white   0.00156
1950    21   m   white   0.00157
1950    22   m   white   0.00157
1950    23   m   white   0.00155
1950    24   m   white   0.00152
1950    25   m   white   0.00148
1950    26   m   white   0.00144
1950    27   m   white   0.00143
1950    28   m   white   0.00143
1950    29   m   white   0.00145
1950    30   m   white   0.00147
1950    31   m   white   0.00152
1950    32   m   white   0.00161
1950    33   m   white   0.00173
1950    34   m   white   0.00188
1950    35   m   white   0.00206
1950    36   m   white   0.00226
1950    37   m   white   0.00249
1950    38   m   white   0.00273
1950    39   m   white   0.00300
1950    40   m   white   0.00329
1950    41   m   white   0.00361
1950    42   m   white   0.00397
1950    43   m   white   0.00436
1950    44   m   white   0.00478
1950    45   m   white   0.00523
1950    46   m   white   0.00572
1950    47   m   white   0.00625
1950    48   m   white   0.00681
1950    49   m   white   0.00738
1950    50   m   white   0.00801
1950    51   m   white   0.00871
1950    52   m   white   0.00952
1950    53   m   white   0.01043
1950    54   m   white   0.01142
1950    55   m   white   0.01250
1950    56   m   white   0.01368
1950    57   m   white   0.01496
1950    58   m   white   0.01631
1950    59   m   white   0.01773
1950    60   m   white   0.01926
1950    61   m   white   0.02095
1950    62   m   white   0.02285
1950    63   m   white   0.02493
1950    64   m   white   0.02716
1950    65   m   white   0.02957
1950    66   m   white   0.03220
1950    67   m   white   0.03509
1950    68   m   white   0.03811
1950    69   m   white   0.04125
1950    70   m   white   0.04468
1950    71   m   white   0.04857
1950    72   m   white   0.05309
1950    73   m   white   0.05832
1950    74   m   white   0.06413
1950    75   m   white   0.07042
1950    76   m   white   0.07712
1950    77   m   white   0.08410
1950    78   m   white   0.09116
1950    79   m   white   0.09835
1950    80   m   white   0.10601
1950    81   m   white   0.11448
1950    82   m   white   0.12409
1950    83   m   white   0.13494
1950    84   m   white   0.14680
1950    85   m   white   0.15953
1950    86   m   white   0.17299
1950    87   m   white   0.18704
1950    88   m   white   0.20198
1950    89   m   white   0.21789
1950    90   m   white   0.23434
1950    91   m   white   0.25088
1950    92   m   white   0.26707
1950    93   m   white   0.28286
1950    94   m   white   0.29854
1950    95   m   white   0.31419
1950    96   m   white   0.32989
1950    97   m   white   0.34570
1950    98   m   white   0.36158
1950    99   m   white   0.37747
1950   100   m   white   0.39346
1950   101   m   white   0.40961
1950   102   m   white   0.42600
1950   103   m   white   0.44270
1950   104   m   white   0.45966
1950   105   m   white   0.47677
1950   106   m   white   0.49392
1950   107   m   white   0.51100
1950   108   m   white   0.52810
1950   109   m   white   0.54529
1950     0   f   white   0.02165
1950     1   f   white   0.00140
1950     2   f   white   0.00109
1950     3   f   white   0.00072
1950     4   f   white   0.00062
1950     5   f   white   0.00057
1950     6   f   white   0.00052
1950     7   f   white   0.00048
1950     8   f   white   0.00045
1950     9   f   white   0.00042
1950    10   f   white   0.00040
1950    11   f   white   0.00039
1950    12   f   white   0.00039
1950    13   f   white   0.00040
1950    14   f   white   0.00043
1950    15   f   white   0.00046
1950    16   f   white   0.00049
1950    17   f   white   0.00052
1950    18   f   white   0.00055
1950    19   f   white   0.00058
1950    20   f   white   0.00060
1950    21   f   white   0.00063
1950    22   f   white   0.00065
